id,name,locality,timezone,country,owner,provider,isMobile,isMonitor,instruments,sensors,coordinates,licenses,bounds,distance,datetimeFirst,datetimeLast
616,Nogales Post Office,Nogales,America/Phoenix,"{'id': 155, 'code': 'US', 'name': 'United States'}","{'id': 4, 'name': 'Unknown Governmental Organization'}","{'id': 119, 'name': 'AirNow'}",False,True,"[{'id': 2, 'name': 'Government Monitor'}]","[{'id': 1079, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'displayName': 'PM10'}}, {'id': 1083, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': 'PM2.5'}}]","{'latitude': 31.337204, 'longitude': -110.936722}","[{'id': 33, 'name': 'US Public Domain', 'attribution': {'name': 'Unknown Governmental Organization', 'url': None}, 'dateFrom': '2016-01-30', 'dateTo': None}]","[-110.936722, 31.337204, -110.936722, 31.337204]",,"{'utc': '2016-03-10T08:00:00Z', 'local': '2016-03-10T01:00:00-07:00'}","{'utc': '2025-03-05T07:00:00Z', 'local': '2025-03-05T00:00:00-07:00'}"
